ID,Sex,Age,Height,Weight,Country,Year,Sport,Medal
21707,F,20,162,57,France,1996,Athletics,NA
21744,F,28,160,60,France,2016,Cycling,NA
21747,M,31,185,79,UK,2016,Cycling,Gold
21772,F,27,176,65,Germany,1992,Athletics,NA
21794,M,33,181,95,UK,1948,Athletics,NA
21837,M,17,180,67,USA,1960,Swimming,Gold
21842,F,38,168,56,USA,2000,Athletics,NA
21843,F,26,178,55,USA,2004,Athletics,NA
21852,F,15,166,56,Canada,1976,Swimming,NA
21861,M,24,177,79,Australia,1968,Cycling,NA
21883,M,22,183,89,UK,1960,Swimming,NA
21888,F,18,160,52,UK,1976,Athletics,NA
21904,F,16,168,53,Australia,1988,Swimming,NA
21946,F,28,167,61,UK,2008,Athletics,NA
21947,M,24,180,83,USA,2004,Athletics,Silver
21990,M,26,188,86,USA,2012,Athletics,NA
22025,M,25,178,73,Canada,1996,Swimming,NA
22035,M,29,180,74,UK,1924,Athletics,NA
22105,F,24,170,58,USA,1948,Athletics,Gold
22121,F,17,170,54,UK,2016,Swimming,NA
22133,F,24,157,51,UK,1964,Athletics,NA
22157,M,22,195,102,USA,1960,Athletics,Bronze
22303,F,27,168,52,USA,2004,Athletics,NA
22351,M,24,188,82,USA,1968,Athletics,NA
22404,M,27,181,75,France,1960,Athletics,NA
22413,M,28,177,76,France,1992,Athletics,NA
22465,M,21,183,83,UK,1984,Swimming,NA
22683,M,23,175,79,Canada,2008,Athletics,NA
22700,M,37,175,72,USA,1906,Athletics,NA
22737,M,43,183,100,Italy,1960,Athletics,NA
22817,M,18,186,62,USA,1976,Swimming,NA
22858,F,26,168,55,Canada,1928,Athletics,Gold
22889,F,25,167,58,UK,2008,Cycling,Gold
22923,M,18,160,72,Australia,1972,Swimming,NA
23040,M,22,196,88,USA,2016,Swimming,NA
23052,F,22,170,60,France,2012,Cycling,NA
23052,F,22,170,60,France,2012,Cycling,NA
23189,M,35,174,68,Italy,1960,Athletics,NA
23192,F,13,157,45,Canada,1976,Swimming,NA
23196,F,22,167,60,Canada,1972,Swimming,NA
23232,M,27,180,79,USA,1956,Cycling,NA
23349,M,30,167,55,USA,1956,Athletics,NA
23369,M,35,168,55,Canada,1948,Athletics,NA
23413,F,25,174,62,France,2008,Swimming,NA
23426,F,21,173,63,USA,2004,Swimming,Gold
23437,M,22,184,73,UK,1988,Cycling,NA
23498,M,27,178,66,Australia,2000,Athletics,NA
23594,F,27,172,75,UK,2012,Athletics,NA
23598,M,33,173,60,UK,1952,Athletics,NA
23650,M,19,180,77,USA,1964,Swimming,Gold
23659,M,31,173,63,UK,2000,Cycling,NA
23659,M,31,173,63,UK,2000,Cycling,NA
23661,M,22,182,73,USA,1912,Athletics,Gold
23723,M,26,181,86,USA,2004,Athletics,Gold
23735,M,31,186,79,USA,2000,Athletics,Bronze
23811,F,16,180,66,UK,1984,Swimming,NA
23811,F,20,180,66,UK,1988,Swimming,NA
23812,F,19,166,57,Australia,1996,Athletics,NA
23812,F,23,166,57,Australia,2000,Athletics,NA
23813,F,21,170,61,Australia,1952,Athletics,NA
23848,F,23,160,48,UK,1972,Athletics,NA
23868,M,18,193,86,USA,2000,Swimming,NA
23868,M,21,193,86,USA,2004,Swimming,Silver
23868,M,21,193,86,USA,2004,Swimming,Bronze
23868,M,21,193,86,USA,2004,Swimming,Gold
23869,M,16,187,68,China,1972,Swimming,NA
23878,F,25,170,60,UK,1988,Swimming,NA
23881,M,28,175,60,USA,1996,Athletics,NA
23913,F,29,175,58,Canada,1992,Athletics,NA
23920,M,26,185,73,UK,1972,Athletics,NA
23926,M,22,178,61,USA,1932,Athletics,NA
23940,F,25,178,88,USA,2000,Athletics,NA
23996,M,23,188,82,Australia,1992,Cycling,NA
24189,F,28,170,63,France,2016,Cycling,NA
24239,F,21,159,51,China,1992,Athletics,NA
24279,F,30,165,51,USA,2004,Athletics,NA
24300,M,27,190,75,UK,2008,Cycling,NA
24300,M,35,190,75,UK,2016,Cycling,NA
24326,M,22,180,72,USA,1960,Athletics,NA
24336,M,26,178,70,USA,1936,Athletics,Silver
24363,F,24,167,58,UK,2000,Athletics,NA
24393,M,29,185,95,Australia,2000,Athletics,NA
24413,F,18,170,62,Australia,1980,Swimming,NA
24413,F,30,170,62,Australia,1992,Swimming,NA
24415,M,22,184,70,France,1964,Swimming,NA
24470,M,28,188,82,UK,2016,Athletics,NA
24584,F,24,160,50,USA,2016,Athletics,NA
24619,M,32,172,63,UK,1920,Athletics,NA
24621,M,21,194,85,Italy,2016,Swimming,NA
24964,M,20,187,78,Australia,1984,Swimming,NA
24996,F,21,161,53,Italy,1984,Swimming,NA
24996,F,25,161,53,Italy,1988,Swimming,NA
24996,F,29,161,53,Italy,1992,Swimming,NA
25014,F,25,184,69,Germany,2004,Swimming,NA
25014,F,29,184,69,Germany,2008,Swimming,NA
25111,M,27,183,70,Italy,1984,Athletics,Bronze
25113,M,24,185,79,France,1948,Athletics,NA
25179,M,22,180,75,France,1968,Cycling,NA
25193,F,22,173,65,USA,1972,Swimming,Bronze
25215,M,19,183,70,USA,1904,Swimming,Silver
25215,M,19,183,70,USA,1904,Swimming,Bronze
25431,M,28,187,88,UK,2016,Athletics,NA
25546,M,29,186,84,USA,1972,Athletics,NA
25553,M,27,172,70,UK,1992,Swimming,NA
25618,F,25,177,66,UK,2004,Cycling,NA
25645,F,20,157,52,UK,2000,Athletics,NA
25646,F,29,180,67,UK,1992,Swimming,NA
25663,F,28,155,43,USA,2012,Athletics,NA
25703,M,23,188,84,USA,1996,Swimming,Gold
25717,M,28,185,74,USA,1960,Athletics,Gold
25727,M,24,188,87,Canada,1988,Swimming,NA
25738,F,29,168,55,USA,2012,Cycling,NA
25791,M,25,180,70,USA,1932,Athletics,NA
25806,M,23,183,71,USA,1968,Athletics,NA
25837,M,25,180,75,France,1968,Athletics,NA
26106,M,26,180,70,Italy,1960,Athletics,NA
26135,M,21,176,70,Canada,2016,Athletics,Bronze
26135,M,21,176,70,Canada,2016,Athletics,Silver
26172,M,31,178,60,Australia,2000,Athletics,NA
26396,M,27,188,70,Italy,2008,Athletics,NA
26417,M,30,181,66,Italy,2016,Cycling,NA
26576,F,40,164,47,USA,2004,Athletics,NA
26731,F,13,168,61,USA,1960,Swimming,Gold
26810,M,24,190,98,Germany,2012,Athletics,NA
26828,F,15,165,52,Australia,1968,Swimming,NA
26830,M,29,170,59,UK,1908,Athletics,NA
26855,M,21,178,91,USA,1908,Athletics,NA
26862,M,24,170,58,France,1984,Athletics,NA
26927,F,25,168,51,USA,1984,Athletics,NA
27010,F,20,172,57,Canada,2000,Swimming,NA
27010,F,20,172,57,Canada,2000,Swimming,NA
27048,M,29,186,81,Germany,2016,Swimming,NA
27095,F,31,174,60,Russia,2012,Athletics,NA
27135,M,18,186,76,Italy,1984,Swimming,NA
27192,M,18,182,84,Australia,1984,Swimming,Silver
27227,M,16,181,77,France,1980,Swimming,NA
27348,M,29,172,63,Russia,1968,Athletics,NA
27366,M,30,175,62,USA,1964,Athletics,Bronze
27387,F,26,170,57,France,1996,Swimming,NA
27415,M,21,188,80,Russia,1980,Athletics,NA
27423,M,23,173,64,France,1906,Cycling,NA
27425,M,39,171,63,USA,1928,Athletics,NA
27455,M,19,196,91,Russia,1976,Swimming,NA
27463,F,31,175,61,USA,2004,Cycling,Silver
27513,M,22,175,82,USA,2012,Athletics,NA
27524,F,21,170,60,USA,2004,Athletics,NA
27552,F,19,181,75,Russia,1988,Swimming,NA
27552,F,19,181,75,Russia,1988,Swimming,NA
27552,F,23,181,75,Russia,1992,Swimming,NA
27567,M,18,182,75,China,2008,Swimming,NA
27622,M,24,185,92,Italy,1960,Swimming,NA
27635,M,26,182,72,Australia,2016,Cycling,NA
27749,M,24,188,74,USA,1992,Swimming,Gold
27812,M,31,185,94,Canada,1904,Athletics,Gold
27869,F,18,180,58,Italy,1976,Swimming,NA
27919,F,20,166,61,Russia,1968,Swimming,NA
27919,F,20,166,61,Russia,1968,Swimming,NA
27940,F,25,160,55,USA,1992,Athletics,NA
27940,F,29,160,55,USA,1996,Athletics,Gold
27940,F,29,160,55,USA,1996,Athletics,Gold
27966,M,24,183,76,UK,2000,Athletics,NA
27966,M,28,183,76,UK,2004,Athletics,Gold
27987,M,20,178,82,Australia,1996,Swimming,NA
28053,M,23,178,68,Australia,2000,Athletics,NA
28079,M,27,173,64,Italy,2008,Athletics,NA
28113,M,30,170,62,Italy,1960,Athletics,NA
28327,M,21,180,74,USA,1984,Swimming,Gold
28343,M,27,195,83,Canada,2012,Swimming,NA
28345,M,30,183,105,UK,1980,Athletics,NA
28368,M,23,179,76,Australia,1964,Swimming,NA
28394,M,26,175,68,Italy,2000,Athletics,NA
28428,M,26,176,64,USA,1988,Athletics,NA
28428,M,30,176,64,USA,1992,Athletics,NA
28484,F,24,183,90,Germany,1992,Athletics,NA
28755,M,26,171,73,USA,1956,Cycling,NA
28755,M,34,171,73,USA,1964,Cycling,NA
28814,F,37,155,43,UK,2016,Athletics,NA
28903,M,22,177,90,Russia,2008,Cycling,NA
28963,M,26,185,68,USA,2000,Athletics,NA
28969,M,39,178,63,Germany,1996,Athletics,NA
28996,F,24,171,56,UK,2008,Athletics,NA
29028,F,20,173,61,Canada,1972,Swimming,NA
29029,M,19,183,76,Germany,1972,Swimming,NA
29045,F,27,175,67,Australia,2000,Swimming,NA
29084,M,21,179,73,Germany,1896,Athletics,NA
29084,M,21,179,73,Germany,1896,Athletics,NA
29101,M,22,187,82,France,1952,Athletics,NA
29119,M,29,177,69,Germany,1956,Athletics,NA
29214,F,31,173,83,Russia,1976,Athletics,NA
29241,M,25,173,61,France,2004,Athletics,NA
29317,F,23,170,63,USA,2012,Swimming,Gold
29319,M,27,172,61,USA,1912,Athletics,NA
29363,M,25,186,78,Russia,2008,Swimming,NA
29381,F,25,176,68,China,1988,Athletics,NA
29424,F,25,173,66,USA,2008,Athletics,NA
29494,M,31,180,71,Germany,1964,Athletics,NA
29496,F,19,168,55,Italy,1976,Athletics,NA
29530,M,27,176,63,Germany,1964,Athletics,NA
29553,F,16,180,66,Germany,1992,Swimming,NA
29559,F,25,170,58,France,1992,Athletics,NA
29681,F,14,178,60,Australia,1984,Swimming,NA
29685,M,25,193,95,UK,1948,Athletics,NA
29716,M,27,190,94,France,2004,Athletics,NA
29767,F,44,173,58,USA,2008,Athletics,NA
29824,M,22,185,79,UK,1980,Cycling,NA
29946,M,23,175,57,Canada,1968,Athletics,NA
29947,M,25,183,73,USA,1964,Athletics,Gold
29958,F,23,181,68,Germany,1988,Athletics,Bronze
29988,F,24,172,65,Germany,1984,Athletics,NA
29989,M,19,191,86,USA,2016,Swimming,NA
29989,M,19,191,86,USA,2016,Swimming,Gold
30097,M,22,196,83,Canada,2012,Athletics,Bronze
30148,F,17,188,72,Canada,1992,Swimming,NA
30149,F,28,165,51,USA,2000,Athletics,NA
30149,F,32,165,51,USA,2004,Athletics,NA
30176,M,26,178,57,Italy,1996,Athletics,NA
30182,F,24,176,64,China,1996,Athletics,NA
30182,F,24,176,64,China,1996,Athletics,NA
30277,M,23,178,68,France,1980,Athletics,NA
30298,M,19,191,84,France,2000,Swimming,NA
30312,M,19,191,73,Germany,1996,Swimming,Bronze
30327,M,26,183,63,Italy,1988,Athletics,NA
30411,F,17,170,61,USA,1964,Swimming,Bronze
30473,F,18,170,63,Canada,1988,Swimming,NA
30478,M,29,173,60,USA,2012,Cycling,NA
30498,M,23,184,99,France,1928,Athletics,NA
30524,M,22,178,65,Canada,1976,Athletics,NA
30579,F,15,176,60,Germany,1996,Swimming,NA
30623,M,24,178,86,USA,1912,Athletics,Bronze
30636,M,21,184,77,Germany,1906,Athletics,Bronze
30655,M,19,180,66,Germany,1980,Athletics,NA
30675,M,21,196,86,USA,1972,Athletics,NA
30679,M,18,177,76,Australia,1968,Swimming,NA
30686,M,22,184,84,Australia,1996,Swimming,NA
30686,M,27,184,84,Australia,2000,Swimming,NA
30689,M,37,175,58,USA,2008,Athletics,NA
30704,M,20,185,86,USA,1920,Athletics,NA
30756,M,23,185,77,USA,1976,Athletics,NA
30767,F,31,167,58,France,1968,Athletics,NA
30829,M,24,189,85,France,1964,Athletics,NA
30829,M,28,189,85,France,1968,Athletics,NA
30896,M,29,174,69,France,1976,Cycling,NA
31019,M,22,186,81,Australia,2000,Athletics,NA
31019,M,26,186,81,Australia,2004,Athletics,Silver
31049,M,22,188,75,USA,1932,Athletics,Gold
31126,F,30,178,64,Russia,1992,Athletics,Gold
31165,M,35,183,98,Australia,2004,Cycling,NA
31196,M,30,185,77,USA,2008,Athletics,NA
31205,M,24,186,81,USA,2012,Athletics,Gold
31235,F,23,163,50,Germany,1936,Athletics,NA
31250,F,17,180,70,Germany,1968,Swimming,NA
31250,F,17,180,70,Germany,1968,Swimming,NA
31254,M,22,180,75,Germany,1964,Cycling,NA
31254,M,26,180,75,Germany,1968,Cycling,NA
31363,M,19,183,76,Australia,1964,Athletics,NA
31366,F,15,162,49,Australia,1968,Swimming,NA
31394,F,18,167,64,USA,1924,Swimming,Bronze
31409,M,28,183,72,UK,1964,Athletics,NA
31436,F,16,169,62,UK,1972,Swimming,NA
31479,F,21,170,61,Australia,2000,Athletics,NA
31503,M,28,176,64,Canada,1936,Athletics,NA
31512,F,30,170,56,UK,1996,Athletics,NA
31634,M,23,172,59,Japan,2016,Swimming,Bronze
31636,M,26,188,77,Germany,1976,Athletics,NA
31730,M,26,185,90,Germany,2016,Cycling,NA
31898,M,23,178,65,France,1952,Athletics,NA
32270,M,25,183,70,UK,2004,Athletics,NA
32336,M,21,179,80,UK,1952,Athletics,NA
32346,M,19,185,76,UK,1980,Cycling,NA
32361,M,19,183,84,Australia,2008,Cycling,NA
32374,M,23,193,102,UK,1960,Athletics,NA
32387,F,24,168,61,France,1984,Athletics,NA
32405,F,24,168,53,Canada,2004,Athletics,NA
32432,M,22,178,68,Italy,1960,Swimming,NA
32457,F,27,175,65,Australia,2016,Cycling,NA
32478,M,26,183,77,USA,1964,Athletics,NA
32552,F,13,172,59,Germany,1972,Swimming,Silver
32623,F,22,178,80,Germany,1976,Athletics,NA
32746,M,22,183,70,USA,1976,Athletics,NA
32775,F,24,178,62,Germany,1976,Athletics,NA
32814,M,24,174,72,Germany,1964,Athletics,NA
32919,F,26,168,64,Russia,1968,Athletics,NA
33047,M,23,181,76,Italy,2000,Swimming,NA
33071,F,26,178,65,Germany,2000,Athletics,NA
33147,M,36,189,108,Germany,2004,Athletics,NA
33368,F,17,175,57,France,2008,Swimming,NA
33416,F,21,167,60,Canada,1996,Swimming,NA
33431,F,25,175,65,Australia,2016,Swimming,NA
33432,M,31,174,65,Australia,2008,Cycling,NA
33449,F,17,167,54,USA,1988,Swimming,Gold
33449,F,24,167,54,USA,1996,Swimming,NA
33454,F,19,176,67,UK,2000,Swimming,NA
33459,M,32,178,59,Canada,1948,Athletics,NA
33467,M,22,190,77,Australia,1984,Swimming,Bronze
33490,F,26,170,70,France,1996,Cycling,Gold
33497,M,26,170,60,UK,1936,Athletics,NA
33526,F,23,169,56,Germany,1984,Athletics,Bronze
33534,M,30,178,65,USA,1988,Athletics,NA
33557,M,30,185,79,USA,1904,Athletics,Gold
33657,F,23,173,58,France,2016,Swimming,NA
33685,M,25,175,70,Italy,1924,Athletics,NA
33685,M,25,175,70,Italy,1924,Athletics,NA
33685,M,34,175,70,Italy,1932,Athletics,NA
33685,M,38,175,70,Italy,1936,Athletics,NA
33736,F,20,158,50,USA,1952,Athletics,Gold
33736,F,24,158,50,USA,1956,Athletics,NA
33773,M,23,191,115,Germany,1964,Athletics,NA
33793,M,17,193,72,USA,1972,Swimming,Gold
33795,M,24,187,76,UK,1960,Athletics,NA
33815,M,27,182,70,France,1992,Cycling,Bronze
33856,M,20,183,66,Italy,1984,Swimming,NA
33895,M,17,187,72,Russia,2004,Swimming,NA
33991,M,29,191,120,Italy,1996,Athletics,NA
34012,M,25,175,58,UK,2008,Athletics,NA
34065,M,21,176,70,Italy,1976,Athletics,NA
34108,F,29,173,63,USA,1992,Athletics,Silver
34135,M,26,183,75,USA,1912,Athletics,NA
34145,F,21,183,71,France,2012,Swimming,Bronze
34151,M,24,172,64,USA,1968,Athletics,Bronze
34162,M,26,174,61,Australia,1968,Athletics,NA
34278,F,19,174,59,France,1988,Swimming,NA
34284,F,28,173,66,France,2000,Cycling,NA
34288,M,17,183,84,USA,1960,Athletics,NA
34302,M,23,172,56,Italy,1976,Athletics,NA
34302,M,23,172,56,Italy,1976,Athletics,NA
34316,F,27,160,50,USA,1996,Athletics,NA
34378,M,20,182,76,Australia,1972,Swimming,NA
34418,M,20,186,82,Russia,1956,Athletics,NA
34488,F,21,175,61,Germany,2012,Athletics,NA
34551,F,26,168,56,USA,2012,Athletics,NA
34605,F,22,184,95,China,2016,Athletics,NA
34616,M,23,177,72,China,1988,Swimming,NA
34638,M,23,177,72,France,1968,Athletics,NA
34638,M,23,177,72,France,1968,Athletics,Bronze
34681,F,23,169,60,France,2000,Athletics,NA
34683,F,17,170,60,USA,1972,Athletics,NA
34696,M,22,186,64,UK,2016,Cycling,NA
34926,M,23,187,75,Canada,1976,Athletics,NA
34928,F,30,180,65,Italy,2016,Swimming,NA
34933,F,20,164,52,France,2012,Cycling,NA
34933,F,20,164,52,France,2012,Cycling,NA
35003,M,24,183,72,France,1984,Athletics,NA
35011,F,25,159,47,USA,1972,Athletics,NA
35011,F,25,159,47,USA,1972,Athletics,NA
35105,M,24,186,120,USA,1972,Athletics,NA
35138,M,28,196,86,UK,1996,Swimming,NA
35175,M,30,185,94,Germany,2000,Cycling,Bronze
35212,M,32,181,65,Germany,2000,Athletics,NA
35269,F,17,178,59,France,1996,Swimming,NA
35296,M,23,193,80,Germany,2012,Swimming,NA
35442,M,19,175,75,Italy,1972,Swimming,NA
35520,F,22,192,98,Germany,2012,Athletics,NA
35573,M,22,183,68,Australia,1972,Athletics,NA
35611,M,23,175,68,USA,1924,Athletics,Silver
35717,M,32,178,95,USA,1900,Athletics,NA
35721,F,23,166,47,USA,2004,Athletics,NA
35792,F,23,168,56,Australia,1988,Athletics,NA
35810,M,24,180,70,USA,1912,Athletics,NA
35845,F,19,167,57,China,1984,Swimming,NA
35845,F,19,167,57,China,1984,Swimming,NA
35845,F,19,167,57,China,1984,Swimming,NA
35859,M,19,183,70,Germany,1972,Swimming,Silver
35889,M,25,188,82,Canada,1992,Athletics,NA
35982,M,25,170,52,USA,1920,Athletics,NA
36081,M,20,178,70,Canada,1988,Athletics,NA
36091,F,19,170,55,Italy,2016,Athletics,NA
36120,M,20,173,67,China,2000,Swimming,NA
36192,F,31,168,63,UK,1996,Swimming,NA
36192,F,31,168,63,UK,1996,Swimming,NA
36222,M,24,175,77,USA,1948,Swimming,Silver
36236,F,14,159,54,Australia,1976,Swimming,NA
36336,M,26,174,90,Germany,2012,Cycling,Bronze
36405,M,24,170,65,Italy,1968,Swimming,NA
36417,M,30,170,59,USA,1924,Athletics,NA
36435,M,18,198,93,UK,1988,Swimming,NA
36435,M,22,198,93,UK,1992,Swimming,NA
36435,M,22,198,93,UK,1992,Swimming,NA
36506,F,27,170,64,USA,2008,Athletics,Silver
36522,M,22,182,68,France,1964,Athletics,NA
36532,F,23,176,86,Canada,2000,Athletics,NA
36561,F,18,162,54,USA,1996,Swimming,Gold
36634,M,17,192,78,Italy,1980,Swimming,NA
36672,F,15,171,59,Australia,1972,Swimming,NA
36677,F,24,180,72,USA,2016,Athletics,NA
36679,M,22,196,83,UK,2004,Swimming,NA
36753,F,17,174,64,UK,1988,Swimming,NA
36766,M,27,178,61,USA,1906,Athletics,Bronze
36785,F,17,188,77,USA,2012,Swimming,NA
36785,F,21,188,77,USA,2016,Swimming,NA
36817,M,30,177,70,Germany,1968,Cycling,NA
36837,M,21,175,68,Italy,1960,Athletics,NA
36840,F,19,172,67,Australia,1956,Swimming,Gold
36840,F,22,172,67,Australia,1960,Swimming,Gold
36840,F,27,172,67,Australia,1964,Swimming,NA
36842,F,23,180,64,UK,1996,Athletics,NA
36842,F,31,180,64,UK,2004,Athletics,NA
36850,M,24,185,75,Canada,1976,Athletics,NA
36868,M,20,194,85,Australia,2012,Swimming,NA
36901,M,26,179,66,Australia,1984,Athletics,NA
36975,F,19,164,56,Australia,1992,Athletics,NA
36975,F,23,164,56,Australia,1996,Athletics,NA
36975,F,27,164,56,Australia,2000,Athletics,NA
36977,F,27,165,57,UK,2008,Athletics,NA
37026,M,24,177,64,Germany,1992,Athletics,Bronze
37034,M,18,192,84,Germany,1980,Athletics,Bronze
37048,F,17,186,71,Germany,1996,Swimming,Silver
37048,F,29,186,71,Germany,2008,Swimming,NA
37077,M,23,176,92,Australia,2008,Cycling,NA
37083,M,37,182,75,Germany,1976,Athletics,Bronze
37085,M,30,180,111,USA,1972,Athletics,NA
37194,F,18,173,63,Germany,1988,Swimming,Silver
37269,M,21,178,67,Canada,1936,Athletics,NA
37326,F,19,176,64,Germany,1968,Swimming,Bronze
37338,M,31,185,69,UK,2016,Cycling,Bronze
37381,F,23,164,52,UK,1992,Athletics,NA
37462,M,23,174,72,Germany,1964,Cycling,NA
37470,F,20,176,75,Germany,1960,Swimming,Bronze
37482,M,31,184,82,Japan,2016,Swimming,NA
37502,M,18,183,76,Japan,1988,Swimming,NA
37503,M,24,176,62,Japan,1964,Swimming,NA
37508,F,17,162,56,Japan,1972,Swimming,NA
37517,M,24,165,54,Japan,2012,Athletics,NA
37517,M,28,165,54,Japan,2016,Athletics,NA
37526,M,24,168,58,Japan,1992,Cycling,NA
37571,F,24,169,51,Japan,1984,Athletics,NA
37580,F,24,165,52,Japan,2012,Athletics,NA
37580,F,28,165,52,Japan,2016,Athletics,NA
37631,F,17,160,54,Australia,1972,Swimming,NA
37726,M,32,181,85,Japan,2008,Cycling,NA
37727,M,20,175,70,Italy,1968,Athletics,NA
37740,M,19,197,91,Australia,1992,Swimming,NA
37740,M,27,197,91,Australia,2000,Swimming,NA
37768,F,23,168,58,France,1952,Athletics,NA
37881,M,29,192,84,USA,1972,Athletics,NA
37930,F,17,168,61,France,1960,Swimming,NA
37934,F,29,170,57,USA,2000,Athletics,Bronze
37936,F,28,172,67,Australia,2000,Athletics,NA
38101,F,24,165,47,USA,1988,Athletics,NA
38101,F,24,165,47,USA,1988,Athletics,Bronze
38135,M,23,176,64,Italy,1960,Swimming,NA
38224,F,23,163,55,USA,2000,Athletics,NA
38292,F,16,169,62,UK,2008,Swimming,NA
38293,M,27,176,79,France,2000,Cycling,Gold
38353,M,22,183,84,USA,2004,Swimming,NA
38373,F,24,184,92,Germany,1988,Athletics,Silver
38407,F,25,170,67,China,1996,Cycling,NA
38424,M,22,182,63,China,2016,Athletics,NA
38744,M,28,170,63,Australia,1964,Athletics,NA
38761,F,24,168,55,USA,2016,Athletics,NA
38786,F,34,166,56,Australia,2016,Cycling,NA
38823,M,19,174,69,Australia,1988,Athletics,NA
39010,F,22,175,62,Germany,1956,Athletics,NA
39010,F,26,175,62,Germany,1960,Athletics,NA
39035,M,22,186,80,USA,2004,Athletics,Gold
39085,F,25,167,54,Germany,1984,Athletics,Bronze
39089,M,24,162,51,Canada,1972,Cycling,NA
39104,F,24,165,56,France,1988,Cycling,NA
39194,F,28,166,64,Russia,1964,Athletics,NA
39213,F,22,171,58,France,2012,Athletics,NA
39259,F,23,169,56,China,1984,Athletics,NA
39336,F,19,160,62,UK,1964,Swimming,NA
39356,M,20,178,60,USA,1948,Athletics,NA
39380,M,21,184,72,Germany,1976,Swimming,NA
39437,M,18,178,75,UK,2012,Athletics,NA
39470,M,26,178,61,Canada,2012,Athletics,NA
39668,F,31,174,62,Germany,2000,Swimming,NA
39678,M,21,190,82,Russia,2000,Athletics,NA
39709,M,25,176,76,Germany,1936,Athletics,NA
39780,M,21,182,74,Germany,1956,Athletics,NA
39849,M,29,168,70,Germany,1972,Cycling,NA
40070,M,26,183,69,Italy,2000,Athletics,NA
40077,M,20,193,80,Italy,1988,Swimming,NA
40093,M,23,176,67,Italy,1964,Athletics,NA
40105,M,24,176,74,Italy,1960,Athletics,NA
40105,M,24,176,74,Italy,1960,Athletics,NA
40170,M,24,188,80,UK,2004,Swimming,NA
40174,M,22,170,69,USA,1928,Athletics,NA
40207,M,25,194,104,Germany,1972,Athletics,NA
40207,M,29,194,104,Germany,1976,Athletics,NA
40213,M,23,197,85,Germany,1984,Athletics,NA
40215,M,20,186,84,USA,1908,Athletics,Silver
40257,M,24,170,68,USA,1908,Athletics,Gold
40281,M,18,183,79,Canada,1964,Swimming,NA
40281,M,22,183,79,Canada,1968,Swimming,NA
40283,F,25,181,73,Germany,1972,Athletics,NA
40362,F,29,173,57,Australia,1980,Athletics,NA
40371,M,28,172,58,Canada,2008,Athletics,NA
40383,F,24,175,58,Australia,2012,Cycling,NA
40403,M,24,193,85,France,2008,Swimming,Silver
40533,F,28,164,51,France,1996,Athletics,NA
40659,M,21,195,84,USA,1988,Swimming,Gold
40760,M,23,188,82,Germany,1964,Cycling,NA
40769,M,19,193,87,Italy,1988,Swimming,NA
40793,M,23,181,73,Germany,1992,Cycling,Gold
40799,M,24,180,70,Germany,1972,Athletics,NA
40817,M,21,180,68,UK,1912,Athletics,NA
40940,M,25,183,82,UK,2008,Swimming,NA
40940,M,29,183,82,UK,2012,Swimming,NA
41066,M,20,190,78,Germany,1980,Swimming,NA
41178,F,30,163,62,Australia,2004,Cycling,NA
41182,M,22,190,80,Germany,2000,Athletics,NA
41229,M,21,180,62,Russia,1992,Athletics,NA
41367,M,26,165,54,Japan,1932,Athletics,NA
41414,M,24,185,84,China,1988,Athletics,NA
41418,F,29,165,65,China,2016,Cycling,NA
41439,M,27,172,70,Germany,1972,Cycling,NA
41676,M,19,177,76,Australia,1976,Cycling,NA
41676,M,19,177,76,Australia,1976,Cycling,NA
41689,M,23,183,80,UK,1980,Swimming,NA
41689,M,23,183,80,UK,1980,Swimming,Bronze
41778,F,16,174,57,Russia,1980,Swimming,NA
41779,F,31,167,69,Russia,1964,Athletics,Bronze
41788,M,25,184,104,USA,1948,Athletics,Bronze
41788,M,34,184,104,USA,1956,Athletics,Silver
41805,M,23,180,70,USA,1932,Athletics,NA
41832,M,18,179,72,Russia,1976,Swimming,NA
41846,F,15,160,46,Italy,1972,Swimming,NA
41914,M,27,178,78,Russia,1956,Athletics,NA
41919,M,24,183,93,USA,1984,Cycling,Gold
41926,M,21,182,78,Russia,1960,Athletics,Silver
41938,F,17,179,71,UK,1956,Swimming,NA
41960,M,17,193,89,Canada,1984,Swimming,NA
41960,M,21,193,89,Canada,1988,Swimming,NA
41996,M,22,182,72,Japan,1964,Swimming,NA
41996,M,22,182,72,Japan,1964,Swimming,NA
42018,M,18,185,80,France,1960,Swimming,NA
42021,F,23,172,60,Germany,2004,Swimming,Bronze
42065,F,15,171,59,Australia,1972,Swimming,Gold
42087,M,22,183,76,USA,1952,Athletics,Silver
42122,F,24,170,53,Italy,1968,Athletics,NA
42139,F,18,166,52,USA,1964,Swimming,Gold
42265,M,23,188,68,UK,1964,Athletics,NA
42267,F,18,187,67,Australia,2000,Swimming,NA
42267,F,22,187,67,Australia,2004,Swimming,NA
42278,F,25,163,58,USA,1996,Athletics,NA
42540,F,17,160,54,Australia,1968,Swimming,NA
42570,M,22,181,89,UK,2000,Athletics,NA
42572,M,27,187,77,UK,1984,Athletics,NA
42580,F,19,178,67,Russia,1968,Swimming,NA
